created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Apr 22 21:59:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ben_brechtken: #Assange https://t.co/QnOr5lumwZ,0.0,0.0,und,3868,1050,McMc74078966,3,12,False,"[{'text': 'Assange', 'indices': [19, 27]}]",,
Fri Apr 22 21:57:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @nikitheblogger: Wenn das eigene Volk keine Lebensmittel dank Inflation mehr bezahlen kann - Egal. Die Menschen im Flutgebiet - Egal. Ke…,0.0,0.0,de,1983,389,McMc74078966,3,12,,[],,
Fri Apr 22 11:17:56 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Siebziger69: So gerade von meinem Wochenend Einkauf zurück. Das im Wagen sind 75,00€. Mir ist schlecht. https://t.co/Y5d1EkWomv",0.0,0.0,de,1875,406,McMc74078966,3,12,False,[],,
Fri Apr 22 11:13:25 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @VeryKimJerry: Ich verstehe es einfach nicht! Geht es dem Journalistenpack nur noch um das Geld? #Assange ist ein verdammter #Held für a…,0.0,0.0,de,382,177,McMc74078966,3,12,,"[{'text': 'Assange', 'indices': [100, 108]}, {'text': 'Held', 'indices': [128, 133]}]",,
Fri Apr 22 11:12:16 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SWagenknecht: Alice #Schwarzer stellt wichtige Fragen zum #Ukraine-Krieg: Warum müssen täglich mehr Menschen sterben und Städte zerstör…,0.0,0.0,de,4928,984,McMc74078966,3,12,,"[{'text': 'Schwarzer', 'indices': [24, 34]}, {'text': 'Ukraine', 'indices': [62, 70]}]",,
Fri Apr 22 11:12:05 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AusSpanienniks1: Auch hier sieht man die Generation die die Erde retten will https://t.co/HTyAOF94LN,0.0,0.0,de,1243,370,McMc74078966,3,12,False,[],,
Fri Apr 22 11:11:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Ira74448224: ⁉️❓⁉️ Man hält die Leute wahrlich für saudumm 👇 https://t.co/1Ei8XgazoK,0.0,0.0,de,1009,395,McMc74078966,3,12,False,[],,
Mon Apr 11 10:42:10 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JensJahr: ZELENSKYJ &amp; LEYEN: Tief betroffen bespricht man  die hingemetzelten Toten in den Straßen.😢🤢 https://t.co/JeUsY0CX0h,0.0,0.0,de,2849,1163,McMc74078966,3,12,False,[],,
Mon Apr 11 10:41:08 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Boehmbastisch: #ichhabemitgemacht

Ministerpräsident Hendrik Wüst bei #annewill : Impfzwang für Ungeimpfte dient der Genugtuung der Gei…",0.0,0.0,de,3078,1124,McMc74078966,3,12,,"[{'text': 'ichhabemitgemacht', 'indices': [19, 37]}, {'text': 'annewill', 'indices': [74, 83]}]",,
Mon Apr 11 10:40:52 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Jagdfrevler: #ichhabemitgemacht

Nikolaus Blome möchte nicht alleine mit dem Finger auf Ungeimpfte zeigen. https://t.co/MLaqEmg6Vk",0.0,0.0,de,2757,856,McMc74078966,3,12,False,"[{'text': 'ichhabemitgemacht', 'indices': [17, 35]}]",,
Mon Apr 11 10:40:37 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SGW210: Wir werden nicht vergessen. Söder, Tschentscher, Lauterbach, Montgomery, Fester, Kretschmann, nur um einige zu nennen... Die Li…",0.0,0.0,de,1302,451,McMc74078966,3,12,,[],,
Mon Apr 11 10:40:04 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Mein_Standpunkt: #IchHabeMitgemacht Aufarbeitung https://t.co/Npa3wYx94d,0.0,0.0,de,515,219,McMc74078966,3,12,False,"[{'text': 'IchHabeMitgemacht', 'indices': [21, 39]}]",,
Mon Apr 11 10:39:22 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Heidibor53: Wird nicht vergessen - besonders menschenverachtende Äußerung, und keines der 1500 Mitglieder der Leopoldina muckte auf! #i…",0.0,0.0,de,3154,1151,McMc74078966,3,12,,[],,
Mon Apr 11 10:38:45 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @derPhiloGraph: Menschenverachtend ‼️
#IchHabeMitgemacht https://t.co/HUiPGhBTL9",0.0,0.0,de,2177,744,McMc74078966,3,12,False,"[{'text': 'IchHabeMitgemacht', 'indices': [41, 59]}]",,
Mon Apr 11 10:38:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Division1979: #IchHabeMitgemacht
Saskia Weishaupt alias Schlagstock-Saskia ... https://t.co/9BFcJE7ft7",0.0,0.0,de,3399,1086,McMc74078966,3,12,False,"[{'text': 'IchHabeMitgemacht', 'indices': [18, 36]}]",,
Mon Apr 11 10:37:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SHomburg: #IchHabeMitgemacht sollte man nicht verpassen, wenn man die Täter im Kopf behalten will! https://t.co/9HhXUi3HpC",0.0,0.0,de,5421,1857,McMc74078966,3,12,False,"[{'text': 'IchHabeMitgemacht', 'indices': [14, 32]}]",,
Mon Apr 11 10:35:05 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @nikitheblogger: Grüne sind für Impfpflicht, Grüne sind für Waffenlieferungen, Grüne sind für mehr Macht des Staates über den Bürger und…",0.0,0.0,de,4732,892,McMc74078966,3,12,,[],,
Thu Apr 07 08:27:14 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Not_givn_awayV8: Wann hören wir den Satz ""es wird KEINE Enteignung und KEINEN Lastenausgleich geben!"" damit wir wissen, was uns blüht?",0.0,0.0,de,120,26,McMc74078966,3,12,,[],,
Thu Apr 07 08:24:14 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Erwin49711423: Ich bin NICHT rechtsextrem. NICHT pro Putin oder pro Ukraine. NICHT Cleugner, nur Maßnahmengegner und Impfpflichtgegner.…",0.0,0.0,de,3134,529,McMc74078966,3,12,,[],,
Thu Apr 07 08:22:44 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @maikefst: Für mich eine der Schlimmsten 😠
#IchHabeMitgemacht https://t.co/NyFhrri8t5",0.0,0.0,de,6828,1630,McMc74078966,3,12,False,"[{'text': 'IchHabeMitgemacht', 'indices': [46, 64]}]",,
Sat Apr 02 14:25:53 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Kryptonoun: @brandsatz23 Ich glaub die mit Steine werfenden Palästinenser könnten auch welche aus Solidarität gebrauchen! 🙈🙊🙉,0.0,0.0,de,2,1,McMc74078966,3,12,,[],,
Sat Apr 02 14:25:01 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Kryptonoun: @argonerd Wieso grenzen Juden sich mit dem Wort Antisemitismus selber aus? Ist das nicht Rassismus? 🙈🙊🙉,0.0,0.0,de,1,1,McMc74078966,3,12,,[],,
Tue Mar 15 16:31:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AntjeHermenau: Gibt es eigentlich Bundestagsabgeordnete, die Aktien von BionTech, Pfizer oder Moderna halten?Würde es nicht guten demok…",0.0,0.0,de,1694,457,McMc74078966,3,12,,[],,
Tue Mar 15 16:30:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JoergRMayer: Vladimir Putin hat wirklich Pech, dass er Präsident in Russland und nicht in den USA ist. Das vermindert seine Chancen auf…",0.0,0.0,de,1652,247,McMc74078966,3,12,,[],,
Tue Mar 15 16:30:00 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @axelmeyerko: Nachdenknote an die Adresse der Protagonisten der. #Impfpflicht :

Das vergangene halbe Jahr war nach dem Tod unseres Sohn…",0.0,0.0,de,597,135,McMc74078966,3,12,,"[{'text': 'Impfpflicht', 'indices': [68, 80]}]",,
Tue Mar 15 16:24:01 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JoanaCotar: Für alle, die glauben, die hohen #Spritpreise treffen sie nicht. https://t.co/ED3fKXXoZY",0.0,0.0,de,2088,696,McMc74078966,3,12,False,"[{'text': 'Spritpreise', 'indices': [49, 61]}]",,
Fri Apr 22 22:17:05 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @NorthstarCharts: The 10-year yield is telling us that there's a high risk of something 'breaking' in the system #gold #silver #crypto #…,0.16,0.5399999999999999,en,188,43,davideiacovozzi,18,55,,"[{'text': 'gold', 'indices': [116, 121]}, {'text': 'silver', 'indices': [122, 129]}, {'text': 'crypto', 'indices': [130, 137]}]",,
Fri Apr 22 13:44:53 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MichaelAArouet: German 10y mortgage rate went from 0,8% to 2,50% 👇 Can you hear the sound of German real estate bubble bursting? https:…",0.15000000000000002,0.17500000000000002,en,179,32,davideiacovozzi,18,55,,[],,
Fri Apr 22 12:09:00 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",https://t.co/U24yiFJcfl,0.0,0.0,und,0,0,davideiacovozzi,18,55,False,[],,
Fri Apr 22 06:10:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @goldseek: When? https://t.co/kO2FfHKaZg,0.0,0.0,en,193,26,davideiacovozzi,18,55,False,[],,
Thu Apr 21 17:22:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @charliebilello: The 30-year mortgage rate in the US rises to 5.11%, its highest level since 2010. Last year it hit an all-time low of 2…",0.0,0.18333333333333332,en,620,213,davideiacovozzi,18,55,,[],,
Thu Apr 21 10:32:26 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @biancoresearch: Rates rise until something breaks … is anything broken yet? https://t.co/brNJeK3WTb,-0.4,0.4,en,1787,417,davideiacovozzi,18,55,False,[],,
Tue Apr 19 10:59:33 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LanceRoberts: Buying opportunities like this only occur every few years.  #bonds https://t.co/cyTVKNXkZD,-0.1,0.55,en,1156,162,davideiacovozzi,18,55,False,"[{'text': 'bonds', 'indices': [78, 84]}]",,
Tue Apr 19 10:58:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MacroAlf: Welcome to September 2018.

Bond markets testing what risk assets and the private sector can handle.

Until they can’t handle…",0.4,0.6375,en,802,45,davideiacovozzi,18,55,,[],,
Mon Apr 18 09:31:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BotBenFranklin: The horse thinks one thing, and he that saddles him another.",0.0,0.0,en,18,4,davideiacovozzi,18,55,,[],,
Sun Apr 17 22:04:00 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Galactic_Trader: Global growth optimism at all time lows! 

We should raise rates 8 to 9 more times and see what happens !!! https://t.…",0.48828125,0.25,en,49,4,davideiacovozzi,18,55,,[],,
Sun Apr 17 18:21:46 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AndreasSteno: This is the most important chart in the world for the demand outlook... 

Demand is softening even before the Fed really…",0.45,0.75,en,882,176,davideiacovozzi,18,55,,[],,
Sat Apr 16 05:16:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @WallStreetSilv: Annual mortgage payments in the US are now 35% higher than at the peak of the 2006 bubble… https://t.co/trUIZC7o5u,0.25,0.5,en,4514,1181,davideiacovozzi,18,55,False,[],,
Fri Apr 15 18:37:57 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AndreasSteno: The most important chart in global macro right now! 🙀

Mind the gap! https://t.co/rz4T4qTWKV",0.3366071428571429,0.5089285714285714,en,1330,308,davideiacovozzi,18,55,False,[],,
Fri Apr 15 18:11:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AndreasSteno: JAPANIFICATION OF YIELDS GONE?

The Japanification thesis actually suggests that a bit of life will be blown into the EUR…",0.0,0.1,en,37,8,davideiacovozzi,18,55,,[],,
Thu Apr 14 14:50:01 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Schuldensuehner: ECB's Lagarde: #ECB will complete asset purchases first, hike some time thereafter. ""Some time after"" can be anytime b…",0.175,0.3666666666666667,en,367,136,davideiacovozzi,18,55,,"[{'text': 'ECB', 'indices': [36, 40]}]",,
Wed Apr 13 14:08:57 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LanceRoberts: Another reason #deflation is a larger problem going forward. 
#Inventories have been ramping up, but #NewOrders are dropp…",0.0,0.5,en,80,17,davideiacovozzi,18,55,,"[{'text': 'deflation', 'indices': [33, 43]}, {'text': 'Inventories', 'indices': [80, 92]}, {'text': 'NewOrders', 'indices': [119, 129]}]",,
Wed Apr 13 14:02:43 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MacroAlf: 30-year mortgage rates above 5%, highest since 2010.

The Fed wants to cool down demand, and slowing down the housing market…",0.04777777777777778,0.2855555555555556,en,1689,290,davideiacovozzi,18,55,,[],,
